MWG,NWG,KWG,MDIMC,NDIMC,MDIMA,NDIMB,KWI,VWM,VWN,STRM,STRN,SA,SB,Run1 (ms),Run2 (ms),Run3 (ms),Run4 (ms)
64,128,32,8,16,32,16,8,1,8,1,0,1,0,123.8,124.94,124.62,124.81
64,128,32,8,16,32,16,8,1,8,1,0,1,1,125.49,124.37,125,124.72
64,128,32,8,16,32,16,8,1,8,1,1,0,0,241.14,241.4,241.11,241.46
64,128,32,8,16,32,16,8,1,8,1,1,0,1,235.64,237.26,236.86,236.68
64,128,32,8,16,32,16,8,1,8,1,1,1,0,123.92,124.42,124.84,124.34
64,128,32,8,16,32,16,8,1,8,1,1,1,1,124.2,125.66,125.61,125.25
64,128,32,8,16,32,16,8,2,1,0,0,0,0,271.09,269.97,270.4,270.41
64,128,32,8,16,32,16,8,2,1,0,0,0,1,218.49,217.71,218.25,218.2
64,128,32,8,16,32,16,8,2,1,0,0,1,0,148.51,150.47,150.12,149.21
64,128,32,8,16,32,16,8,2,1,0,0,1,1,251.51,250.97,251.74,250.87
64,128,32,8,16,32,16,8,2,1,0,1,0,0,285.72,285.57,284.34,284.41
64,128,32,8,16,32,16,8,2,1,0,1,0,1,209.87,210.24,209.68,210.93
64,128,32,8,16,32,16,8,2,1,0,1,1,0,159.27,158.59,158.89,157.98
64,128,32,8,16,32,16,8,2,1,0,1,1,1,183.25,183.22,182.82,182.17
64,128,32,8,16,32,16,8,2,1,1,0,0,0,275.24,274.49,274.67,274.85
64,128,32,8,16,32,16,8,2,1,1,0,0,1,220.21,219.74,219.29,220.02
64,128,32,8,16,32,16,8,2,1,1,0,1,0,152.21,153.13,153.21,153.4
64,128,32,8,16,32,16,8,2,1,1,0,1,1,246.7,247.29,247.59,247.55
64,128,32,8,16,32,16,8,2,1,1,1,0,0,290.36,288.67,288.49,289.2
64,128,32,8,16,32,16,8,2,1,1,1,0,1,211.62,211.63,211.68,211.6
64,128,32,8,16,32,16,8,2,1,1,1,1,0,163.78,164.11,162.65,162.89
64,128,32,8,16,32,16,8,2,1,1,1,1,1,169.82,169.82,169.97,170.02
64,128,32,8,16,32,16,8,2,2,0,0,0,0,283.87,283.5,283.35,283.64
64,128,32,8,16,32,16,8,2,2,0,0,0,1,216.71,216.59,216.53,217.37
64,128,32,8,16,32,16,8,2,2,0,0,1,0,175.5,176.88,177.03,177.63
64,128,32,8,16,32,16,8,2,2,0,0,1,1,221.78,221.39,221.84,221.61
64,128,32,8,16,32,16,8,2,2,0,1,0,0,292.44,291.79,291.99,291.91
64,128,32,8,16,32,16,8,2,2,0,1,0,1,209.52,209.6,209.52,209.5
64,128,32,8,16,32,16,8,2,2,0,1,1,0,191,191.59,191.16,189.94
64,128,32,8,16,32,16,8,2,2,0,1,1,1,209.88,209.82,209.92,210.01
64,128,32,8,16,32,16,8,2,2,1,0,0,0,288.84,288.44,288.3,288.06
64,128,32,8,16,32,16,8,2,2,1,0,0,1,218.39,218.4,218.77,217.97
64,128,32,8,16,32,16,8,2,2,1,0,1,0,167.94,168.39,167.78,168.33
64,128,32,8,16,32,16,8,2,2,1,0,1,1,230.62,230.79,230.37,230.66
64,128,32,8,16,32,16,8,2,2,1,1,0,0,295.5,293.89,293.63,294.04
64,128,32,8,16,32,16,8,2,2,1,1,0,1,217.44,214.91,214.85,214.61
64,128,32,8,16,32,16,8,2,2,1,1,1,0,182.51,180.65,180.39,180.03
64,128,32,8,16,32,16,8,2,2,1,1,1,1,228.68,227.22,228.78,227.44
64,128,32,8,16,32,16,8,2,4,0,0,0,0,295.36,295.56,295.41,295.53
64,128,32,8,16,32,16,8,2,4,0,0,0,1,203.44,203.84,203.6,203.65
64,128,32,8,16,32,16,8,2,4,0,0,1,0,172.9,172.48,172.28,172.27
64,128,32,8,16,32,16,8,2,4,0,0,1,1,169.19,169.31,169.72,169.25
64,128,32,8,16,32,16,8,2,4,0,1,0,0,296.31,297.63,297.84,297.75
64,128,32,8,16,32,16,8,2,4,0,1,0,1,202.67,202.9,203.27,202.51
64,128,32,8,16,32,16,8,2,4,0,1,1,0,176.92,176.58,176.31,176.16
64,128,32,8,16,32,16,8,2,4,0,1,1,1,183.14,182.96,183.04,183.28
64,128,32,8,16,32,16,8,2,4,1,0,0,0,299.1,299.08,299.07,299.1
64,128,32,8,16,32,16,8,2,4,1,0,0,1,203.8,204.1,203.89,203.98
64,128,32,8,16,32,16,8,2,4,1,0,1,0,178.02,177.36,177.82,177.84
64,128,32,8,16,32,16,8,2,4,1,0,1,1,201.73,201.61,201.55,201.73
64,128,32,8,16,32,16,8,2,4,1,1,0,0,301.69,301.78,301.65,301.97
64,128,32,8,16,32,16,8,2,4,1,1,0,1,203.6,203.51,203.48,203.53
64,128,32,8,16,32,16,8,2,4,1,1,1,0,184.98,184.23,183.96,184.01
64,128,32,8,16,32,16,8,2,4,1,1,1,1,232.68,233.45,232.72,232.58
64,128,32,8,16,32,16,8,2,8,0,0,0,0,260.11,262.36,262.19,262.15
64,128,32,8,16,32,16,8,2,8,0,0,0,1,182.96,183.12,183.38,184.87
64,128,32,8,16,32,16,8,2,8,0,0,1,0,143.8,143.5,143.58,143.6
64,128,32,8,16,32,16,8,2,8,0,0,1,1,176.99,176.91,176.88,176.92
64,128,32,8,16,32,16,8,2,8,0,1,0,0,260.41,262.34,262.05,262.39
64,128,32,8,16,32,16,8,2,8,0,1,0,1,184.17,183.81,184.38,184.11
64,128,32,8,16,32,16,8,2,8,0,1,1,0,140.88,140.14,140.44,140.6
64,128,32,8,16,32,16,8,2,8,0,1,1,1,176.91,176.89,176.87,176.86
64,128,32,8,16,32,16,8,2,8,1,0,0,0,261.89,263.18,263.08,262.96
64,128,32,8,16,32,16,8,2,8,1,0,0,1,191.44,193.41,191.9,192
64,128,32,8,16,32,16,8,2,8,1,0,1,0,142.92,141.46,141.34,142.08
64,128,32,8,16,32,16,8,2,8,1,0,1,1,159.77,159.66,160.02,159.07
64,128,32,8,16,32,16,8,2,8,1,1,0,0,261.99,262.94,263.03,263.03
64,128,32,8,16,32,16,8,2,8,1,1,0,1,191.73,192.25,191.46,191.66
64,128,32,8,16,32,16,8,2,8,1,1,1,0,141.08,139.48,139.15,139.52
64,128,32,8,16,32,16,8,2,8,1,1,1,1,159.17,159.98,159.57,160
64,128,32,8,16,32,32,2,1,1,0,0,0,0,256.33,258.22,258.28,257.78
64,128,32,8,16,32,32,2,1,1,0,0,0,1,204.42,202.68,202.69,202.64
64,128,32,8,16,32,32,2,1,1,0,0,1,0,165.41,161.33,161.16,161.37
64,128,32,8,16,32,32,2,1,1,0,0,1,1,216.72,216.76,216.74,217.34
64,128,32,8,16,32,32,2,1,1,0,1,0,0,277.94,277.82,278.23,278.59
64,128,32,8,16,32,32,2,1,1,0,1,0,1,199.28,199.8,197.63,199.61
64,128,32,8,16,32,32,2,1,1,0,1,1,0,177.6,174.47,174.51,174.3
64,128,32,8,16,32,32,2,1,1,0,1,1,1,120.69,120.72,120.7,120.7
64,128,32,8,16,32,32,2,1,1,1,0,0,0,265.54,266.21,265.45,265.86
64,128,32,8,16,32,32,2,1,1,1,0,0,1,203.34,202.58,203.01,202.16
64,128,32,8,16,32,32,2,1,1,1,0,1,0,165.39,158.61,158.3,158.57
64,128,32,8,16,32,32,2,1,1,1,0,1,1,203.21,203.34,203.24,203.35
64,128,32,8,16,32,32,2,1,1,1,1,0,0,285.4,285.71,286.3,285.27
64,128,32,8,16,32,32,2,1,1,1,1,0,1,198.9,195.22,195.1,195.14
64,128,32,8,16,32,32,2,1,1,1,1,1,0,180.54,173.7,173.65,173.72
64,128,32,8,16,32,32,2,1,1,1,1,1,1,125.69,125.78,125.74,125.7
64,128,32,8,16,32,32,2,1,2,0,0,0,0,247.06,247.63,247.72,247.56
64,128,32,8,16,32,32,2,1,2,0,0,0,1,189.89,189.98,189.88,190.05
64,128,32,8,16,32,32,2,1,2,0,0,1,0,184.17,175.86,175.87,175.61
64,128,32,8,16,32,32,2,1,2,0,0,1,1,161.81,161.87,161.88,161.95
64,128,32,8,16,32,32,2,1,2,0,1,0,0,261.03,261,260.99,261.41
64,128,32,8,16,32,32,2,1,2,0,1,0,1,233.53,233.58,233.57,233.53
64,128,32,8,16,32,32,2,1,2,0,1,1,0,198.63,191.15,191.43,190.71
64,128,32,8,16,32,32,2,1,2,0,1,1,1,144.02,144.92,143.9,144.87
64,128,32,8,16,32,32,2,1,2,1,0,0,0,259.52,260.19,259.69,259.92
64,128,32,8,16,32,32,2,1,2,1,0,0,1,194.77,194.76,194.82,194.92
64,128,32,8,16,32,32,2,1,2,1,0,1,0,217.91,210.11,210.13,210.67
64,128,32,8,16,32,32,2,1,2,1,0,1,1,162.16,162.11,162.14,162.11
64,128,32,8,16,32,32,2,1,2,1,1,0,0,272.2,272.77,272.59,272.47
64,128,32,8,16,32,32,2,1,2,1,1,0,1,232.54,230.33,231.89,231.54
64,128,32,8,16,32,32,2,1,2,1,1,1,0,237.89,229.93,230.36,231.14
64,128,32,8,16,32,32,2,1,2,1,1,1,1,219.33,219.25,219.22,219.32
64,128,32,8,16,32,32,2,1,4,0,0,0,0,260.04,264.16,264.04,264.08
64,128,32,8,16,32,32,2,1,4,0,0,0,1,213.04,213.37,213.27,213.3
64,128,32,8,16,32,32,2,1,4,0,0,1,0,171.67,169.87,169.63,169.68
64,128,32,8,16,32,32,2,1,4,0,0,1,1,234.92,234.85,234.81,234.88
64,128,32,8,16,32,32,2,1,4,0,1,0,0,263.84,267.49,267.64,267.62
64,128,32,8,16,32,32,2,1,4,0,1,0,1,268.41,268.45,268.45,268.48
64,128,32,8,16,32,32,2,1,4,0,1,1,0,177.45,177.23,177.67,178.01
64,128,32,8,16,32,32,2,1,4,0,1,1,1,231.16,231.07,231.07,231.14
64,128,32,8,16,32,32,2,1,4,1,0,0,0,272.66,275.52,276.19,275.89
64,128,32,8,16,32,32,2,1,4,1,0,0,1,214.82,214.99,215.07,216.19
64,128,32,8,16,32,32,2,1,4,1,0,1,0,242.64,238.93,239.6,238.89
64,128,32,8,16,32,32,2,1,4,1,0,1,1,112.12,112.1,112.16,112.12
64,128,32,8,16,32,32,2,1,4,1,1,0,0,277.98,281.23,281.24,281.28
64,128,32,8,16,32,32,2,1,4,1,1,0,1,271.11,271.42,270.75,271.15
64,128,32,8,16,32,32,2,1,4,1,1,1,0,243.87,240.6,239.75,240.05
64,128,32,8,16,32,32,2,1,4,1,1,1,1,244.14,244,244.04,244.03
64,128,32,8,16,32,32,2,2,1,0,0,0,0,311.48,311.2,311.4,311.65
64,128,32,8,16,32,32,2,2,1,0,0,0,1,199.12,200.33,200.55,198.95
64,128,32,8,16,32,32,2,2,1,0,0,1,0,267.19,266.27,266.21,266.64
64,128,32,8,16,32,32,2,2,1,0,0,1,1,309.55,309.52,309.45,309.49
64,128,32,8,16,32,32,2,2,1,0,1,0,0,331,330.6,331.05,330.45
64,128,32,8,16,32,32,2,2,1,0,1,0,1,246.81,245.8,248.19,246.07
64,128,32,8,16,32,32,2,2,1,0,1,1,0,275.24,275.49,275.42,275.59
64,128,32,8,16,32,32,2,2,1,0,1,1,1,204.67,202.79,203.45,202.75
64,128,32,8,16,32,32,2,2,1,1,0,0,0,312.85,313.1,312.86,313.02
64,128,32,8,16,32,32,2,2,1,1,0,0,1,196.22,195.53,198.05,195.42
64,128,32,8,16,32,32,2,2,1,1,0,1,0,277.24,268.24,268.01,268.15
64,128,32,8,16,32,32,2,2,1,1,0,1,1,330.11,329.96,330.01,329.98
64,128,32,8,16,32,32,2,2,1,1,1,0,0,336.29,335.51,335.17,335.18
64,128,32,8,16,32,32,2,2,1,1,1,0,1,242.17,245.12,243.97,244.97
64,128,32,8,16,32,32,2,2,1,1,1,1,0,297.6,281.38,281.05,281.07
64,128,32,8,16,32,32,2,2,1,1,1,1,1,186.25,186.31,186.28,186.32
64,128,32,8,16,32,32,2,2,2,0,0,0,0,298.28,300.6,300.72,300.8
64,128,32,8,16,32,32,2,2,2,0,0,0,1,224.45,224.66,224.51,224.65
64,128,32,8,16,32,32,2,2,2,0,0,1,0,271.54,282.62,282.25,282.23
64,128,32,8,16,32,32,2,2,2,0,0,1,1,252.55,252.31,252.35,252.4
64,128,32,8,16,32,32,2,2,2,0,1,0,0,308.17,308.74,308.64,308.01
64,128,32,8,16,32,32,2,2,2,0,1,0,1,255.52,255.76,255.74,255.7
64,128,32,8,16,32,32,2,2,2,0,1,1,0,287.04,294.1,295.32,295.67
64,128,32,8,16,32,32,2,2,2,0,1,1,1,209.43,209.45,209.38,209.41
64,128,32,8,16,32,32,2,2,2,1,0,0,0,299.74,301.45,301.26,301.88
64,128,32,8,16,32,32,2,2,2,1,0,0,1,214.14,214.27,215.18,214.27
64,128,32,8,16,32,32,2,2,2,1,0,1,0,275.85,276.89,276.18,276.16
64,128,32,8,16,32,32,2,2,2,1,0,1,1,207.79,207.75,207.69,207.65
64,128,32,8,16,32,32,2,2,2,1,1,0,0,309.4,310.04,310.34,310.45
64,128,32,8,16,32,32,2,2,2,1,1,0,1,263.12,263.45,263.45,263.38
64,128,32,8,16,32,32,2,2,2,1,1,1,0,286.67,286.13,285.81,286.15
64,128,32,8,16,32,32,2,2,2,1,1,1,1,222.69,222.68,222.65,222.71
64,128,32,8,16,32,32,2,2,4,0,0,0,0,334.51,330.29,330.05,330.44
64,128,32,8,16,32,32,2,2,4,0,0,0,1,258.2,258.87,259.39,259.25
64,128,32,8,16,32,32,2,2,4,0,0,1,0,245.91,242.42,242.37,242.33
64,128,32,8,16,32,32,2,2,4,0,0,1,1,182.1,182.14,182.12,182.11
64,128,32,8,16,32,32,2,2,4,0,1,0,0,328.55,324.12,324.25,324.08
64,128,32,8,16,32,32,2,2,4,0,1,0,1,258.76,258.89,258.79,259.44
64,128,32,8,16,32,32,2,2,4,0,1,1,0,253.63,252.78,252.69,252.46
64,128,32,8,16,32,32,2,2,4,0,1,1,1,226.69,226.99,226.79,226.71
64,128,32,8,16,32,32,2,2,4,1,0,0,0,339.26,336.45,336.67,336.55
64,128,32,8,16,32,32,2,2,4,1,0,0,1,268.36,268.62,268.51,268.49
64,128,32,8,16,32,32,2,2,4,1,0,1,0,310.51,304.38,304.26,303.98
64,128,32,8,16,32,32,2,2,4,1,0,1,1,211.54,211.61,211.5,211.53
64,128,32,8,16,32,32,2,2,4,1,1,0,0,334.13,330.63,331.02,331.19
64,128,32,8,16,32,32,2,2,4,1,1,0,1,264.98,265.1,265.06,265.14
64,128,32,8,16,32,32,2,2,4,1,1,1,0,318.23,310.52,310.52,310.62
64,128,32,8,16,32,32,2,2,4,1,1,1,1,238.49,238.37,238.35,238.4
64,128,32,8,16,32,32,8,1,1,0,0,0,0,254.08,253.5,252.55,252.86
64,128,32,8,16,32,32,8,1,1,0,0,0,1,236.73,237.63,236.77,236.76
64,128,32,8,16,32,32,8,1,1,0,0,1,0,137.19,137.88,137.94,138.39
64,128,32,8,16,32,32,8,1,1,0,0,1,1,190.58,191,190.57,190.69
64,128,32,8,16,32,32,8,1,1,0,1,0,0,265.97,264.84,264.62,264.93
64,128,32,8,16,32,32,8,1,1,0,1,0,1,212.67,213.2,212.94,212.94
64,128,32,8,16,32,32,8,1,1,0,1,1,0,144.88,142.11,143.13,142.5
64,128,32,8,16,32,32,8,1,1,0,1,1,1,135.47,135.49,135.48,135.48
64,128,32,8,16,32,32,8,1,1,1,0,0,0,263.49,263.82,263.39,263.34
64,128,32,8,16,32,32,8,1,1,1,0,0,1,239.34,239.21,239.19,239.16
64,128,32,8,16,32,32,8,1,1,1,0,1,0,136.08,137.08,136.74,137.17
64,128,32,8,16,32,32,8,1,1,1,0,1,1,213.95,213.47,213.51,213.53
64,128,32,8,16,32,32,8,1,1,1,1,0,0,272.14,271.01,271.13,270.3
64,128,32,8,16,32,32,8,1,1,1,1,0,1,214.41,214.34,214.36,214.36
64,128,32,8,16,32,32,8,1,1,1,1,1,0,142.08,139.33,140.23,140.33
64,128,32,8,16,32,32,8,1,1,1,1,1,1,123.32,123.35,123.33,123.32
64,128,32,8,16,32,32,8,1,2,0,0,0,0,260.48,260.08,259.74,259.76
64,128,32,8,16,32,32,8,1,2,0,0,0,1,230.64,230.61,230.79,230.59
64,128,32,8,16,32,32,8,1,2,0,0,1,0,160.12,164.22,163.77,164.49
64,128,32,8,16,32,32,8,1,2,0,0,1,1,166.12,165.86,165.58,165.62
64,128,32,8,16,32,32,8,1,2,0,1,0,0,270.86,269.87,269.58,269.62
64,128,32,8,16,32,32,8,1,2,0,1,0,1,231.76,231.9,231.91,231.74
64,128,32,8,16,32,32,8,1,2,0,1,1,0,173.07,178.14,177.1,175.96
64,128,32,8,16,32,32,8,1,2,0,1,1,1,173.37,173.62,172.07,172.19
64,128,32,8,16,32,32,8,1,2,1,0,0,0,271.24,271.42,271.61,270.97
64,128,32,8,16,32,32,8,1,2,1,0,0,1,230.34,230.27,230.33,230.3
64,128,32,8,16,32,32,8,1,2,1,0,1,0,162.62,168.26,168.26,167.85
64,128,32,8,16,32,32,8,1,2,1,0,1,1,193.98,193.61,193.7,193.77
64,128,32,8,16,32,32,8,1,2,1,1,0,0,283.16,282.02,281.51,281.99
64,128,32,8,16,32,32,8,1,2,1,1,0,1,235.72,235.19,235.75,235.76
64,128,32,8,16,32,32,8,1,2,1,1,1,0,177.98,177.69,178.85,178.73
64,128,32,8,16,32,32,8,1,2,1,1,1,1,183.19,182.12,182.09,182.73
64,128,32,8,16,32,32,8,1,4,0,0,0,0,288.12,288.26,288.48,288.44
64,128,32,8,16,32,32,8,1,4,0,0,0,1,244.67,244.65,244.64,244.64
64,128,32,8,16,32,32,8,1,4,0,0,1,0,154.77,154.41,154.9,154.48
64,128,32,8,16,32,32,8,1,4,0,0,1,1,153.57,156.18,156.04,156.62
64,128,32,8,16,32,32,8,1,4,0,1,0,0,291.18,290.84,290.9,290.83
64,128,32,8,16,32,32,8,1,4,0,1,0,1,246,246.74,246.21,246.61
64,128,32,8,16,32,32,8,1,4,0,1,1,0,162.2,162.76,162.61,162.71
64,128,32,8,16,32,32,8,1,4,0,1,1,1,164.25,164.96,164.59,164.73
64,128,32,8,16,32,32,8,1,4,1,0,0,0,292.32,291.89,291.84,291.92
64,128,32,8,16,32,32,8,1,4,1,0,0,1,250.99,250.44,250.44,250.65
64,128,32,8,16,32,32,8,1,4,1,0,1,0,174.59,176.72,177.2,176.78
64,128,32,8,16,32,32,8,1,4,1,0,1,1,147.85,148.23,147.86,148
64,128,32,8,16,32,32,8,1,4,1,1,0,0,296.81,296.09,295.95,296.06
64,128,32,8,16,32,32,8,1,4,1,1,0,1,248.87,248.73,248.56,248.6
64,128,32,8,16,32,32,8,1,4,1,1,1,0,181.21,184.25,184.06,184.1
64,128,32,8,16,32,32,8,1,4,1,1,1,1,191.45,192.82,192.58,192.02
64,128,32,8,16,32,32,8,2,1,0,0,0,0,270.99,270.21,270.4,270.41
64,128,32,8,16,32,32,8,2,1,0,0,0,1,210.42,210.2,210.77,209.92
64,128,32,8,16,32,32,8,2,1,0,0,1,0,148.01,149.81,150.31,149.75
64,128,32,8,16,32,32,8,2,1,0,0,1,1,278.07,278.07,277.74,277.7
64,128,32,8,16,32,32,8,2,1,0,1,0,0,285.54,284.86,285.03,285.45
64,128,32,8,16,32,32,8,2,1,0,1,0,1,207.81,208.15,207.41,207.7
64,128,32,8,16,32,32,8,2,1,0,1,1,0,159.1,158.41,157.68,157.94
64,128,32,8,16,32,32,8,2,1,0,1,1,1,174.27,172.31,174.98,174.45
64,128,32,8,16,32,32,8,2,1,1,0,0,0,275.1,274.6,274.53,274.31
64,128,32,8,16,32,32,8,2,1,1,0,0,1,212.06,212.41,212.64,212.28
64,128,32,8,16,32,32,8,2,1,1,0,1,0,152.55,153.08,153.04,153.4
64,128,32,8,16,32,32,8,2,1,1,0,1,1,261.5,261.38,261.18,261.46
64,128,32,8,16,32,32,8,2,1,1,1,0,0,289.88,288.51,288.5,289.14
64,128,32,8,16,32,32,8,2,1,1,1,0,1,210.52,210.1,210.11,209.96
64,128,32,8,16,32,32,8,2,1,1,1,1,0,163.71,163.12,163.73,163.02
64,128,32,8,16,32,32,8,2,1,1,1,1,1,168.08,167.58,167.25,167.61
64,128,32,8,16,32,32,8,2,2,0,0,0,0,284,283.87,283.56,283.53
64,128,32,8,16,32,32,8,2,2,0,0,0,1,213.69,213.08,214.94,215.05
64,128,32,8,16,32,32,8,2,2,0,0,1,0,175.34,177.19,177.09,177.41
64,128,32,8,16,32,32,8,2,2,0,0,1,1,229.72,229.61,229.11,229.79
64,128,32,8,16,32,32,8,2,2,0,1,0,0,293.12,291.67,291.6,291.75
64,128,32,8,16,32,32,8,2,2,0,1,0,1,209.82,209.76,209.68,209.74
64,128,32,8,16,32,32,8,2,2,0,1,1,0,191.46,190.56,191.37,190.92
64,128,32,8,16,32,32,8,2,2,0,1,1,1,211.02,209.66,209.68,209.69
64,128,32,8,16,32,32,8,2,2,1,0,0,0,288.94,288.31,288.42,288.16
64,128,32,8,16,32,32,8,2,2,1,0,0,1,218.49,218.73,220.14,219.25
64,128,32,8,16,32,32,8,2,2,1,0,1,0,168.18,168.36,168.21,167.82
64,128,32,8,16,32,32,8,2,2,1,0,1,1,222.36,221.79,222.12,222.01
64,128,32,8,16,32,32,8,2,2,1,1,0,0,295.68,294,294.07,294.13
64,128,32,8,16,32,32,8,2,2,1,1,0,1,215.49,214,215.94,213.92
64,128,32,8,16,32,32,8,2,2,1,1,1,0,181.9,180.45,179.12,180.09
64,128,32,8,16,32,32,8,2,2,1,1,1,1,223.22,224.43,223.5,223.12
64,128,32,8,16,32,32,8,2,4,0,0,0,0,295.8,295.62,295.48,295.64
64,128,32,8,16,32,32,8,2,4,0,0,0,1,202.89,202.77,202.84,202.75
64,128,32,8,16,32,32,8,2,4,0,0,1,0,173.22,172.51,172.4,172.32
64,128,32,8,16,32,32,8,2,4,0,0,1,1,166.92,166.97,167.92,166.89
64,128,32,8,16,32,32,8,2,4,0,1,0,0,297.68,297.75,297.93,297.77
64,128,32,8,16,32,32,8,2,4,0,1,0,1,200.85,201.75,201.81,201.81
64,128,32,8,16,32,32,8,2,4,0,1,1,0,177.02,176,176.57,176.72
64,128,32,8,16,32,32,8,2,4,0,1,1,1,182.64,182.58,182.64,182.75
64,128,32,8,16,32,32,8,2,4,1,0,0,0,299.04,299.03,298.82,298.57
64,128,32,8,16,32,32,8,2,4,1,0,0,1,203.79,203.64,203.53,203.36
64,128,32,8,16,32,32,8,2,4,1,0,1,0,177.96,178.15,177.16,177.69
64,128,32,8,16,32,32,8,2,4,1,0,1,1,196.35,196.02,195.92,196.12
64,128,32,8,16,32,32,8,2,4,1,1,0,0,301.96,301.39,301.67,301.62
64,128,32,8,16,32,32,8,2,4,1,1,0,1,203.28,203.13,203.11,203.18
64,128,32,8,16,32,32,8,2,4,1,1,1,0,184.62,184.34,183.96,183.46
64,128,32,8,16,32,32,8,2,4,1,1,1,1,224.42,224.95,224.87,224.88
64,128,32,8,32,8,8,2,1,1,0,0,0,0,71.07,71.13,71.17,71.11
64,128,32,8,32,8,8,2,1,1,0,0,0,1,85.2,85.24,85.26,85.37
64,128,32,8,32,8,8,2,1,1,0,0,1,0,29.59,29.61,29.92,29.85
64,128,32,8,32,8,8,2,1,1,0,0,1,1,56.45,56.46,56.44,56.44
64,128,32,8,32,8,8,2,1,1,0,1,0,0,67.12,67.16,67.15,67.09
64,128,32,8,32,8,8,2,1,1,0,1,0,1,74.82,74.83,74.75,74.8
64,128,32,8,32,8,8,2,1,1,0,1,1,0,28.24,28.23,27.84,28.26
64,128,32,8,32,8,8,2,1,1,0,1,1,1,46.76,46.79,46.78,46.78
64,128,32,8,32,8,8,2,1,1,1,0,0,0,39.24,39.71,39.23,39.77
64,128,32,8,32,8,8,2,1,1,1,0,0,1,67.81,67.86,67.88,67.88
64,128,32,8,32,8,8,2,1,1,1,0,1,0,23.96,23.69,23.88,24.07
64,128,32,8,32,8,8,2,1,1,1,0,1,1,52.58,52.62,52.58,52.58
64,128,32,8,32,8,8,2,1,1,1,1,0,0,36.36,36.35,36.35,36.35
64,128,32,8,32,8,8,2,1,1,1,1,0,1,57.42,57.34,57.18,57.6
64,128,32,8,32,8,8,2,1,1,1,1,1,0,24.63,24.54,24.64,24.66
64,128,32,8,32,8,8,2,1,1,1,1,1,1,40.76,40.81,40.79,40.79
64,128,32,8,32,8,8,2,1,2,0,0,0,0,70.09,70.12,70.07,70.07
64,128,32,8,32,8,8,2,1,2,0,0,0,1,81.41,82.98,81.4,81.41
64,128,32,8,32,8,8,2,1,2,0,0,1,0,28.17,29.86,28.4,28.23
64,128,32,8,32,8,8,2,1,2,0,0,1,1,45.3,48.69,45.28,45.29
64,128,32,8,32,8,8,2,1,2,0,1,0,0,73.41,73.34,73.35,73.38
64,128,32,8,32,8,8,2,1,2,0,1,0,1,77.24,77.15,77.27,77.21
64,128,32,8,32,8,8,2,1,2,0,1,1,0,28.97,28.99,28.96,28.84
64,128,32,8,32,8,8,2,1,2,0,1,1,1,39.91,39.93,39.92,39.92
64,128,32,8,32,8,8,2,1,2,1,0,0,0,38.44,38.29,39.57,39.53
64,128,32,8,32,8,8,2,1,2,1,0,0,1,73.16,73.21,73.18,73.18
64,128,32,8,32,8,8,2,1,2,1,0,1,0,33.58,33.35,33.38,33.47
64,128,32,8,32,8,8,2,1,2,1,0,1,1,54.05,54.11,54.05,54.05
64,128,32,8,32,8,8,2,1,2,1,1,0,0,37.54,37.48,38,37.5
64,128,32,8,32,8,8,2,1,2,1,1,0,1,66.16,66.44,66.54,66.61
64,128,32,8,32,8,8,2,1,2,1,1,1,0,29.55,29.55,29.44,29
64,128,32,8,32,8,8,2,1,2,1,1,1,1,35.59,35.6,35.59,35.59
64,128,32,8,32,8,8,2,1,4,0,0,0,0,71.53,71.4,71.49,71.49
64,128,32,8,32,8,8,2,1,4,0,0,0,1,77.66,77.71,77.73,77.75
64,128,32,8,32,8,8,2,1,4,0,0,1,0,27.58,27.46,27.41,27.59
64,128,32,8,32,8,8,2,1,4,0,0,1,1,46.1,46.1,46.11,46.11
64,128,32,8,32,8,8,2,1,4,0,1,0,0,71.47,71.44,71.45,71.5
64,128,32,8,32,8,8,2,1,4,0,1,0,1,76.42,76.47,76.47,76.41
64,128,32,8,32,8,8,2,1,4,0,1,1,0,27.28,27.51,27.38,27.24
64,128,32,8,32,8,8,2,1,4,0,1,1,1,41.08,41.12,41.09,41.1
64,128,32,8,32,8,8,2,1,4,1,0,0,0,35.21,35.13,35.83,35.05
64,128,32,8,32,8,8,2,1,4,1,0,0,1,70.09,70.15,70.07,70.32
64,128,32,8,32,8,8,2,1,4,1,0,1,0,23.43,23.81,23.42,23.52
64,128,32,8,32,8,8,2,1,4,1,0,1,1,40.82,40.87,40.83,40.82
64,128,32,8,32,8,8,2,1,4,1,1,0,0,35.69,35.99,35.3,35.66
64,128,32,8,32,8,8,2,1,4,1,1,0,1,64.2,64.07,64.11,64.18
64,128,32,8,32,8,8,2,1,4,1,1,1,0,23.93,23.5,23.86,23.77
64,128,32,8,32,8,8,2,1,4,1,1,1,1,34.73,34.91,34.73,34.74
64,128,32,8,32,8,8,2,2,1,0,0,0,0,50.43,50.35,50.33,50.39
64,128,32,8,32,8,8,2,2,1,0,0,0,1,66.87,66.86,66.9,66.86
64,128,32,8,32,8,8,2,2,1,0,0,1,0,24.53,24.38,24.4,24.38
64,128,32,8,32,8,8,2,2,1,0,0,1,1,57.83,57.73,57.74,57.73
64,128,32,8,32,8,8,2,2,1,0,1,0,0,46.55,46.94,46.6,47.1
64,128,32,8,32,8,8,2,2,1,0,1,0,1,53.46,53.62,53.57,53.51
